index,id,level_1,level_2,level_3
12715,data/1991/05/07/0443689.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
12715,data/1991/05/07/0443689.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12716,data/1991/05/21/0447046.xml,Top--News,Top--News--World,Top--News--World--Countries and Territories
12717,data/1991/05/21/0447060.xml,Top--News,Top--News--Business,None
12717,data/1991/05/21/0447060.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12718,data/1991/05/21/0446995.xml,Top--News,Top--News--Obituaries,None
12719,data/1991/05/21/0446943.xml,Top--News,Top--News--Sports,Top--News--Sports--Pro Basketball
12720,data/1991/05/21/0446992.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
12721,data/1991/05/19/0446783.xml,Top--News,Top--News--New York and Region,Top--News--New York and Region--Westchester
12721,data/1991/05/19/0446783.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12723,data/1991/05/19/0446560.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12724,data/1991/05/19/0446543.xml,Top--News,Top--News--New York and Region,None
12725,data/1991/05/19/0446324.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12725,data/1991/05/19/0446324.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12728,data/1991/05/19/0446708.xml,Top--Features,Top--Features--Magazine,None
12728,data/1991/05/19/0446708.xml,Top--Opinion,Top--Opinion--Opinion,None
12729,data/1991/05/19/0446673.xml,Top--News,Top--News--Sports,None
12729,data/1991/05/19/0446673.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12730,data/1991/05/19/0446425.xml,Top--Features,Top--Features--Arts,Top--Features--Arts--Art and Design
12730,data/1991/05/19/0446425.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12731,data/1991/05/19/0446459.xml,Top--Features,Top--Features--Magazine,None
12731,data/1991/05/19/0446459.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12732,data/1991/05/19/0446481.xml,Top--Opinion,Top--Opinion--Opinion,None
12732,data/1991/05/19/0446481.xml,Top--News,Top--News--New York and Region,Top--News--New York and Region--New Jersey
12734,data/1991/05/13/0445155.xml,Top--News,Top--News--Sports,Top--News--Sports--Pro Football
12735,data/1991/05/13/0445233.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12735,data/1991/05/13/0445233.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12736,data/1991/05/13/0445187.xml,Top--Features,None,None
12736,data/1991/05/13/0445187.xml,Top--News,Top--News--New York and Region,None
12737,data/1991/05/13/0445264.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12738,data/1991/05/13/0445249.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12739,data/1991/05/29/0448888.xml,Top--News,Top--News--Obituaries,None
12740,data/1991/05/29/0448840.xml,Top--News,Top--News--Sports,Top--News--Sports--Baseball
12741,data/1991/05/11/0444526.xml,Top--News,Top--News--Obituaries,None
12742,data/1991/05/11/0444660.xml,Top--News,Top--News--Sports,Top--News--Sports--Hockey
12743,data/1991/05/11/0444577.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Op-Ed
12744,data/1991/05/11/0444552.xml,Top--News,Top--News--Business,None
12744,data/1991/05/11/0444552.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12744,data/1991/05/11/0444552.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12745,data/1991/05/11/0444634.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12745,data/1991/05/11/0444634.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12746,data/1991/05/30/0449096.xml,Top--News,Top--News--Business,None
12746,data/1991/05/30/0449096.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12747,data/1991/05/30/0449050.xml,Top--News,Top--News--Sports,Top--News--Sports--Hockey
12748,data/1991/05/30/0448969.xml,Top--News,Top--News--Business,None
12749,data/1991/05/02/0442479.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12749,data/1991/05/02/0442479.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12750,data/1991/05/02/0442414.xml,Top--Features,Top--Features--Style,Top--Features--Style--Fashion and Style
12750,data/1991/05/02/0442414.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12751,data/1991/05/02/0442529.xml,Top--News,Top--News--Business,None
12752,data/1991/05/02/0442576.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12753,data/1991/05/02/0442500.xml,Top--News,Top--News--Business,None
12754,data/1991/05/08/0443974.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12754,data/1991/05/08/0443974.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12757,data/1991/05/08/0443956.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12758,data/1991/05/08/0444013.xml,Top--News,Top--News--Business,None
12759,data/1991/05/08/0443868.xml,Top--News,Top--News--Sports,Top--News--Sports--Pro Football
12759,data/1991/05/08/0443868.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12760,data/1991/05/05/0443095.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12760,data/1991/05/05/0443095.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12762,data/1991/05/05/0443383.xml,Top--News,Top--News--Business,Top--News--Business--Your Money
12763,data/1991/05/05/0443432.xml,Top--Features,Top--Features--Week in Review,None
12765,data/1991/05/16/0445905.xml,Top--News,Top--News--Business,None
12765,data/1991/05/16/0445905.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12766,data/1991/05/16/0445893.xml,Top--News,Top--News--Business,None
12766,data/1991/05/16/0445893.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12767,data/1991/05/16/0445860.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12767,data/1991/05/16/0445860.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12768,data/1991/05/16/0445847.xml,Top--News,Top--News--U.S.,None
12768,data/1991/05/16/0445847.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12769,data/1991/05/16/0445774.xml,Top--News,Top--News--Business,Top--News--Business--Columns
12771,data/1991/05/16/0445746.xml,Top--News,Top--News--Obituaries,None
12772,data/1991/05/16/0445735.xml,Top--News,Top--News--Obituaries,None
12773,data/1991/05/16/0445857.xml,Top--News,Top--News--Business,None
12774,data/1991/05/24/0447793.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12775,data/1991/05/24/0447595.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12776,data/1991/05/24/0447726.xml,Top--News,Top--News--Business,None
12776,data/1991/05/24/0447726.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12777,data/1991/05/24/0447758.xml,Top--News,Top--News--World,Top--News--World--Countries and Territories
12777,data/1991/05/24/0447758.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Op-Ed
12777,data/1991/05/24/0447758.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12778,data/1991/05/24/0447806.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
12779,data/1991/05/20/0446923.xml,Top--News,Top--News--Sports,Top--News--Sports--Pro Basketball
12780,data/1991/05/20/0446882.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12781,data/1991/05/20/0446904.xml,Top--Features,Top--Features--Style,Top--Features--Style--Fashion and Style
12782,data/1991/05/20/0446895.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12783,data/1991/05/12/0444739.xml,Top--Features,Top--Features--Magazine,None
12783,data/1991/05/12/0444739.xml,Top--Opinion,Top--Opinion--Opinion,None
12784,data/1991/05/12/0444944.xml,Top--News,Top--News--Technology,None
12784,data/1991/05/12/0444944.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12785,data/1991/05/12/0444683.xml,Top--News,Top--News--Sports,Top--News--Sports--Baseball
12786,data/1991/05/12/0444874.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12787,data/1991/05/12/0444746.xml,Top--Opinion,Top--Opinion--Opinion,None
12788,data/1991/05/12/0444710.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12788,data/1991/05/12/0444710.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12789,data/1991/05/12/0444786.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12790,data/1991/05/18/0446268.xml,Top--News,Top--News--U.S.,None
12791,data/1991/05/18/0446284.xml,Top--News,Top--News--Business,None
12791,data/1991/05/18/0446284.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12792,data/1991/05/18/0446190.xml,Top--Features,Top--Features--Arts,Top--Features--Arts--Dance
12793,data/1991/05/18/0446216.xml,Top--News,Top--News--U.S.,None
12794,data/1991/05/18/0446323.xml,Top--News,Top--News--Sports,Top--News--Sports--Columns
12796,data/1991/05/01/0442250.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12796,data/1991/05/01/0442250.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12797,data/1991/05/01/0442321.xml,Top--News,Top--News--Obituaries,None
12798,data/1991/05/01/0442171.xml,Top--News,Top--News--Business,None
12798,data/1991/05/01/0442171.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12799,data/1991/05/01/0442295.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12800,data/1991/05/01/0442179.xml,Top--News,Top--News--Business,None
12800,data/1991/05/01/0442179.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12800,data/1991/05/01/0442179.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12801,data/1991/05/01/0442227.xml,Top--News,Top--News--Business,None
12802,data/1991/05/06/0443560.xml,Top--News,Top--News--Business,None
12803,data/1991/05/06/0443485.xml,Top--News,Top--News--Sports,Top--News--Sports--Baseball
12804,data/1991/05/06/0443612.xml,Top--Features,Top--Features--Arts,None
12805,data/1991/05/06/0443636.xml,Top--News,Top--News--Sports,None
12806,data/1991/05/06/0443623.xml,Top--News,Top--News--Sports,Top--News--Sports--Baseball
12807,data/1991/05/06/0443511.xml,Top--News,Top--News--Business,None
12807,data/1991/05/06/0443511.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12808,data/1991/05/15/0445678.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12809,data/1991/05/15/0445683.xml,Top--News,Top--News--Sports,Top--News--Sports--Pro Basketball
12810,data/1991/05/15/0445527.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12812,data/1991/05/15/0445623.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12812,data/1991/05/15/0445623.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12813,data/1991/05/27/0448581.xml,Top--News,Top--News--Sports,None
12814,data/1991/05/27/0448426.xml,Top--News,Top--News--Business,None
12814,data/1991/05/27/0448426.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12814,data/1991/05/27/0448426.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12815,data/1997/04/17/0923439.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
12816,data/1997/04/17/0923386.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12817,data/1997/04/17/0923468.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
12819,data/1997/04/17/0923532.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12820,data/1997/04/17/0923360.xml,Top--Features,Top--Features--Arts,None
12821,data/1997/04/17/0923496.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12821,data/1997/04/17/0923496.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12822,data/1997/04/17/0923457.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
12823,data/1997/04/25/0925314.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12823,data/1997/04/25/0925314.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12824,data/1997/04/25/0925293.xml,Top--News,Top--News--New York and Region,None
12825,data/1997/04/25/0925385.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
12827,data/1997/04/25/0925282.xml,Top--News,Top--News--Business,None
12828,data/1997/04/25/0925262.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12828,data/1997/04/25/0925262.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12829,data/1997/04/25/0925257.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12830,data/1997/04/25/0925223.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
12830,data/1997/04/25/0925223.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12831,data/1997/04/04/0920359.xml,Top--News,Top--News--Business,None
12831,data/1997/04/04/0920359.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12831,data/1997/04/04/0920359.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12832,data/1997/04/04/0920425.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12833,data/1997/04/04/0920378.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12834,data/1997/04/09/0921664.xml,Top--News,Top--News--New York and Region,None
12834,data/1997/04/09/0921664.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12835,data/1997/04/09/0921673.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12836,data/1997/04/09/0921476.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
12837,data/1997/04/09/0921544.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
12838,data/1997/04/09/0921503.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
12839,data/1997/04/09/0921553.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12839,data/1997/04/09/0921553.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12840,data/1997/04/03/0920198.xml,Top--News,Top--News--Sports,Top--News--Sports--Baseball
12841,data/1997/04/03/0920160.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12842,data/1997/04/22/0924683.xml,Top--News,Top--News--New York and Region,None
12843,data/1997/04/22/0924740.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
12844,data/1997/04/22/0924733.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
12844,data/1997/04/22/0924733.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12846,data/1997/04/28/0926123.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12846,data/1997/04/28/0926123.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12847,data/1997/04/28/0926209.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
12848,data/1997/04/28/0926106.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12851,data/1997/04/10/0921752.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12852,data/1997/04/14/0922928.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
12853,data/1997/04/14/0922813.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12854,data/1997/04/14/0922817.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12855,data/1997/04/14/0922908.xml,Top--News,Top--News--Business,None
12856,data/1997/04/26/0925506.xml,Top--News,Top--News--Sports,Top--News--Sports--Pro Football
12858,data/1997/04/26/0925531.xml,Top--News,Top--News--Sports,Top--News--Sports--Pro Basketball
12862,data/1997/04/21/0924526.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12862,data/1997/04/21/0924526.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12864,data/1997/04/21/0924577.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
12865,data/1997/04/21/0924491.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Op-Ed
12865,data/1997/04/21/0924491.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12866,data/1997/04/21/0924558.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12868,data/1997/04/19/0923894.xml,Top--News,Top--News--New York and Region,None
12868,data/1997/04/19/0923894.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12868,data/1997/04/19/0923894.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12869,data/1997/04/19/0923797.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
12870,data/1997/04/13/0922527.xml,Top--Features,Top--Features--Style,Top--Features--Style--Fashion and Style
12871,data/1997/04/13/0922439.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
12872,data/1997/04/13/0922695.xml,Top--News,Top--News--Sports,Top--News--Sports--Hockey
12873,data/1997/04/13/0922505.xml,Top--Features,Top--Features--Style,Top--Features--Style--Fashion and Style
12874,data/1997/04/13/0922482.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12875,data/1997/04/13/0922541.xml,Top--News,Top--News--New York and Region,Top--News--New York and Region--The City
12876,data/1997/04/13/0922481.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12877,data/1997/04/13/0922285.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12878,data/1997/04/13/0922487.xml,Top--Classifieds,Top--Classifieds--Real Estate,Top--Classifieds--Real Estate--Locations
12878,data/1997/04/13/0922487.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12879,data/1997/04/13/0922409.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
12880,data/1997/04/29/0926419.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
12881,data/1997/04/29/0926253.xml,Top--News,Top--News--New York and Region,Top--News--New York and Region--Columns
12881,data/1997/04/29/0926253.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12881,data/1997/04/29/0926253.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12882,data/1997/04/29/0926392.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
12883,data/1997/04/29/0926347.xml,Top--News,Top--News--New York and Region,None
12883,data/1997/04/29/0926347.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12884,data/1997/04/23/0924915.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12884,data/1997/04/23/0924915.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12885,data/1997/04/23/0924978.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
12886,data/1997/04/23/0924945.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
12887,data/1997/04/23/0924848.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12887,data/1997/04/23/0924848.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12888,data/1997/04/23/0924816.xml,Top--News,Top--News--Business,None
12889,data/1997/04/23/0924849.xml,Top--Features,Top--Features--Arts,None
12889,data/1997/04/23/0924849.xml,Top--News,Top--News--Obituaries,None
12891,data/1997/04/11/0922019.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
12892,data/1997/04/11/0922001.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12892,data/1997/04/11/0922001.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12893,data/1997/04/30/0926557.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12893,data/1997/04/30/0926557.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12895,data/1997/04/30/0926492.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12895,data/1997/04/30/0926492.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12896,data/1997/04/30/0926527.xml,Top--News,Top--News--Business,None
12897,data/1997/04/30/0926502.xml,Top--News,Top--News--Obituaries,None
12899,data/1997/04/02/0919967.xml,Top--News,Top--News--Sports,Top--News--Sports--Pro Basketball
12900,data/1997/04/02/0919837.xml,Top--Features,Top--Features--Home and Garden,None
12901,data/1997/04/08/0921341.xml,Top--Features,Top--Features--Style,Top--Features--Style--Fashion and Style
12902,data/1997/04/08/0921397.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12903,data/1997/04/08/0921377.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12903,data/1997/04/08/0921377.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12904,data/1997/04/08/0921331.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
12904,data/1997/04/08/0921331.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12905,data/1997/04/05/0920458.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
12906,data/1997/04/05/0920566.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Letters
12907,data/1997/04/05/0920528.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12908,data/1997/04/16/0923344.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
12910,data/1997/04/16/0923186.xml,Top--News,Top--News--Sports,None
12912,data/1997/04/24/0925040.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Op-Ed
12912,data/1997/04/24/0925040.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12913,data/1997/04/24/0925162.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
12914,data/1997/04/24/0925042.xml,Top--News,Top--News--U.S.,None
12915,data/1997/04/20/0924184.xml,Top--News,Top--News--New York and Region,Top--News--New York and Region--The City
12915,data/1997/04/20/0924184.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12916,data/1997/04/20/0924213.xml,Top--News,Top--News--New York and Region,Top--News--New York and Region--The City
12916,data/1997/04/20/0924213.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12917,data/1997/04/20/0924342.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Op-Ed
12917,data/1997/04/20/0924342.xml,Top--News,Top--News--World,Top--News--World--Countries and Territories
12917,data/1997/04/20/0924342.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12919,data/1997/04/20/0923977.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12919,data/1997/04/20/0923977.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12920,data/1997/04/20/0924276.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
12921,data/1997/04/20/0923985.xml,Top--News,Top--News--New York and Region,Top--News--New York and Region--Westchester
12922,data/1997/04/20/0924372.xml,Top--News,Top--News--Sports,Top--News--Sports--Pro Football
12923,data/1997/04/20/0924287.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
12925,data/1997/04/20/0924188.xml,Top--News,Top--News--New York and Region,Top--News--New York and Region--The City
12925,data/1997/04/20/0924188.xml,Top--Classifieds,Top--Classifieds--Real Estate,Top--Classifieds--Real Estate--Locations
12925,data/1997/04/20/0924188.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12926,data/1997/04/12/0922267.xml,Top--News,Top--News--Sports,None
12927,data/1997/04/12/0922168.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12927,data/1997/04/12/0922168.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12928,data/1997/04/12/0922188.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Op-Ed
12929,data/1997/04/12/0922225.xml,Top--Features,Top--Features--Style,Top--Features--Style--Fashion and Style
12930,data/1997/04/18/0923598.xml,Top--Opinion,Top--Opinion--Opinion,Top--Opinion--Opinion--Op-Ed
12930,data/1997/04/18/0923598.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12931,data/1997/04/01/0919695.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12932,data/1997/04/01/0919675.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12932,data/1997/04/01/0919675.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12933,data/1997/04/01/0919711.xml,Top--News,Top--News--U.S.,None
12933,data/1997/04/01/0919711.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12934,data/1997/04/01/0919646.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12935,data/1997/04/06/0920906.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12935,data/1997/04/06/0920906.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12936,data/1997/04/06/0920822.xml,Top--Opinion,Top--Opinion--Opinion,None
12936,data/1997/04/06/0920822.xml,Top--News,Top--News--New York and Region,Top--News--New York and Region--Connecticut
12936,data/1997/04/06/0920822.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12938,data/1997/04/06/0920922.xml,Top--Features,Top--Features--Style,Top--Features--Style--Fashion and Style
12939,data/1997/04/06/0921040.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12940,data/1997/04/06/0920816.xml,Top--Features,Top--Features--Travel,Top--Features--Travel--Guides
12940,data/1997/04/06/0920816.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12941,data/1997/04/06/0920734.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
12942,data/1997/04/06/0920641.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
12943,data/1997/04/06/0920634.xml,Top--Classifieds,Top--Classifieds--Paid Death Notices,None
12944,data/1997/04/06/0921114.xml,Top--News,Top--News--Sports,Top--News--Sports--Baseball
12945,data/1997/04/06/0920904.xml,Top--Classifieds,Top--Classifieds--Job Market,Top--Classifieds--Job Market--Job Categories
